No. ,Location,geo_State,Full_address,Latitude,Longitude,Fee_Type,ERU,Fee,Year_Created,Population,geo_Accuracy Score,geo_Zipcode
954,Carolina Beach,NC,Carolina Beach NC,34.0381957,-77.912144,ERU,2000,9,2002,4701,1,28428
1509,Draper City,UT,Draper City UT,40.4935306,-111.8874854,ERU,3000,9,2001,25220,1,84020
1722,Brown Deer,WI,Brown Deer WI,43.1707657,-88.0079069,ERU,3257,8.84,2004,12061,0.5,53120
22,Carmel-by-the-Sea,CA,Carmel-by-the-Sea CA,36.552647,-121.9223235,ERU,4000,8.77,2001,15677,0.9,93921
1825,Sussex,WI,Sussex WI,43.1349143,-88.2946021,ERU,3897,8.76,2005,10518,1,53089
369,Rockdale County,GA,Rockdale County GA,33.6558755,-84.1887696,ERU,3420,8.5,2005,70111,1,
602,Plainfield,IN,Plainfield IN,39.6996924,-86.4536979,ERU,3000,8.34,,18396,1,46168
335,Decatur,GA,Decatur GA,33.7720487,-84.3144435,ERU,2900,8.33,1999,18147,1,30030
1838,Whitefish Bay,WI,Whitefish Bay WI,43.1168105,-87.8948845,ERU,3045,8.33,,,0.8,53217
1745,Grand Chute,WI,Grand Chute WI,44.2816058,-88.4471635,ERU,3283,8.32,1997,18392,1,
1253,Chester,PA,Chester PA,39.8440296,-75.4098049,ERU,1139,8.25,2017,33972,1,19013
1775,Menasha,WI,Menasha WI,44.2154201,-88.4900815,ERU,2980,8.25,2009,17442,1,54952
1025,Wilmington,NC,Wilmington NC,34.2073402,-78.0121536,ERU,2500,8.19,2004,106476,1,
51,Rancho Palos Verdes,CA,Rancho Palos Verdes CA,33.7586462,-118.4298852,ERU,3804,8.06,2005,41643,1,90275
1261,Ebensburg,PA,Ebensburg PA,40.4890258,-78.7323452,ERU,2830,8,2014,3269,1,15931
1486,Southlake,TX,Southlake TX,32.9627064,-97.2209773,ERU,1000,8,2006,26224,1,76092
1519,Midvale,UT,Midvale UT,40.6886585,-111.9499577,ERU,3000,8,2004,27029,1,84047
1602,Centralia,WA,Centralia WA,46.7246362,-123.0359295,ERU,3000,8,2004,16432,1,98531
1723,Buchanan,WI ,Buchanan WI ,44.2795276,-88.4168671,ERU,3623,8,2018,5827,0.5,
1603,Chehalis,WA,Chehalis WA,46.6641735,-122.9985753,ERU,3000,7.95,1992,7299,1,98532
811,Isanti,MN,Isanti MN,45.4913053,-93.2748274,ERU,3765,7.88,2013,5721,1,55040
1526,Ogden,UT,Ogden UT,41.2228333,-112.0427136,ERU,1500,7.85,,77226,1,84401
1556,Hampton,VA,Hampton VA,37.0232205,-76.5726408,ERU,2429,7.83,1994,146437,1,23630
1729,Cudahy,WI,Cudahy WI,42.9480729,-87.9001009,ERU,2700,7.83,2001,18359,1,53110
1815,Silver Lake,WI,Silver Lake WI,42.5472513,-88.1844201,ERU,3870,7.83,2008,2497,1,53170
1201,Forest Grove,OR,Forest Grove OR,45.5236644,-123.1820287,ERU,2640,7.75,1990,21083,1,97116
713,Takoma Park,MD,Takoma Park MD,38.9820252,-77.021418,ERU,1228,7.67,1996,17299,1,
1094,Lancaster,OH,Lancaster OH,39.7236474,-82.7487621,ERU,2600,7.64,2003,39026,1,
1534,Salt Lake City,UT,Salt Lake City UT,40.5725138,-111.9192499,ERU,2500,7.6,1991,181743,1,84101
714,Augusta,ME,Augusta ME,44.3333464,-69.870774,ERU,2700,7.54,,18560,1,
588,McCordsville,IN,McCordsville IN,39.9026116,-85.938757,ERU,2250,7.5,2005,1134,1,46055
1203,Grants Pass,OR,Grants Pass OR,42.4308338,-123.4109971,ERU,3700,7.5,,37579,1,97526
1823,Sun Prairie,WI,Sun Prairie WI,43.1819138,-89.3039311,ERU,3468,7.5,2003,29364,1,53590
1210,Keizer,OR,Keizer OR,45.0052371,-123.0573312,ERU,3000,7.47,2007,32203,1,97307
1724,Butler,WI,Butler WI,43.1079333,-88.0803302,ERU,3032,7.18,1999,1846,1,53007
1735,Eau Claire,WI,Eau Claire WI,44.8198698,-91.6213571,ERU,3000,7.17,1997,66623,1,54701
1527,Orem,UT,Orem UT,40.2953918,-111.7655023,ERU,2700,7.1,1996,84324,1,84057
1785,Neenah,WI,Neenah WI,44.1646077,-88.5488825,ERU,3138,7.08,2003,25501,1,54956
1774,McFarland,WI,McFarland WI,43.0202978,-89.3278788,ERU,3456,7.06,2007,7937,1,53558
1182,Tulsa,OK,Tulsa OK,36.1524972,-96.0180938,ERU,2650,7.03,1986,396466,1,
647,McPhereson,KS,McPhereson KS,38.3704146,-97.7267065,ERU,,7,,13155,1,
928,White Bear Township,MN,White Bear Township MN,45.0914183,-93.1157385,ERU,4000,7,1992,11293,0.8,55616
1255,Coraopolis,PA,Coraopolis PA,40.7097665,-80.1740128,ERU,1900,7,2019,5530,1,15108
1439,Keller,TX,Keller TX,32.9357776,-97.2561469,ERU,3731,7,,37700,1,76244
1512,Farmington,UT,Farmington UT,40.985088,-111.9451824,ERU,4083,7,2003,12081,1,84025
1513,Herriman,UT,Herriman UT,40.4969518,-112.0648214,ERU,4000,7,2019,44877,1,84096
1191,Clackamas County,OR,Clackamas County OR,45.1734255,-122.5401147,ERU,2500,6.95,,380207,1,
1584,Arlington,WA,Arlington WA,48.1742379,-122.1844233,ERU,6000,6.89,2006,18154,1,98223
1599,Burlington,WA,Burlington WA,48.4689145,-122.3667734,ERU,2400,6.88,1994,8474,1,98233
1731,De Pere,WI,De Pere WI,44.4308126,-88.1471605,ERU,3861,6.83,2003,20560,1,54115
718,Portland,ME,Portland ME,43.6669249,-70.3515969,ERU,1200,6.75,,,1,
780,Duluth,MN,Duluth MN,46.7651382,-92.2509863,ERU,1708,6.75,1998,86227,1,55801
1260,Easton,PA,Easton PA,40.6789795,-75.3066556,ERU,1797,6.75,2018,27109,1,18040
559,Fishers,IN,Fishers IN,39.964003,-86.1093958,ERU,3318,6.66,,79127,1,46038
1748,Greendale,WI,Greendale WI,42.9374925,-88.0333543,ERU,3941,6.63,2004,14117,1,
1118,Newark,OH,Newark OH,40.0779189,-82.559153,ERU,2600,6.5,2005,47790,1,
1190,Central Point,OR,Central Point OR,42.416384,-122.917383,ERU,3000,6.5,2005,17308,1,
1257,Derry Township,PA,Derry Township PA,40.2842506,-76.6992849,ERU,3800,6.5,2016,25074,1,15627
1425,Georgetown,TX,Georgetown TX,30.6567949,-97.7789894,ERU,2808,6.5,,45342,1,78626
1514,Holladay,UT,Holladay UT,40.6587756,-111.821532,ERU,5200,6.5,2020,30636,0.9,84117
1596,Brier,WA,Brier WA,47.7928689,-122.288708,ERU,2000,6.5,1999,6165,0.8,98036
1737,Fitchburg (city),WI ,Fitchburg city WI ,42.9880891,-89.4960461,ERU,3700,6.5,2002,25665,0.5,
1522,Murray,UT,Murray UT,40.6552345,-111.8823676,ERU,3400,6.3,2006,46558,0.9,84107
1757,Janesville,WI,Janesville WI,42.6928508,-89.0797336,ERU,3200,6.22,2003,63479,1,
1528,Park City,UT,Park City UT,40.6482218,-111.5349809,ERU,2000,6.1,2016,7873,1,84060
611,Southport,IN,Southport IN,39.6588985,-86.1192965,ERU,4440,6,2016,1763,0.9,46227
1124,Oakwood,OH,Oakwood OH,39.7196626,-84.1843322,ERU,,6,2013,,1,
1532,Riverton,UT,Riverton UT,40.5163688,-112.0393932,ERU,2744,6,2010,25011,1,84065
1535,Sandy,UT,Sandy UT,40.5725138,-111.9192499,ERU,2816,6,,88418,1,84070
1573,Suffolk,VA,Suffolk VA,36.7463104,-76.8053347,ERU,3200,6,2006,63677,1,23432
1753,Hobart,WI ,Hobart WI ,44.4884211,-88.213766,ERU,4000,6,2007,6254,0.5,
1759,Kaukauna,WI,Kaukauna WI,44.2792926,-88.2977948,ERU,2944,6,,12983,1,
1818,South Milwaukee,WI,South Milwaukee WI,42.9117235,-87.8957498,ERU,2964,6,,21256,1,53172
1824,Superior,WI,Superior WI,46.696796,-92.2079542,ERU,2933,5.9,2004,27368,1,54880
1750,Greenville,WI,Greenville WI,44.3002916,-88.554005,ERU,4510,5.83,1999,6844,1,
1419,Fort Worth,TX,Fort Worth TX,32.8010236,-97.4294025,ERU,2600,5.75,2006,686850,1,76101
1826,Two Rivers,WI,Two Rivers WI,44.1526972,-87.656668,ERU,3015,5.75,2014,11716,1,54241
1433,Highland Village,TX,Highland Village TX,33.0946769,-97.0928579,ERU,4094,5.73,2006,15738,0.8,75067
1749,Greenfield,WI,Greenfield WI,42.9594188,-88.0788755,ERU,3630,5.67,2009,36903,0.5,
1780,Milwaukee,WI,Milwaukee WI,43.0580569,-88.1075127,ERU,1610,5.65,2006,597867,1,53202
1435,Hudson Oaks,TX,Hudson Oaks TX,32.7514252,-97.7332058,ERU,6477,5.6,2017,1865,0.5,
540,Carmel,IN,Carmel IN,39.9632426,-86.2724664,ERU,4150,5.57,2013,85927,1,46032
50,Rancho Cordova,CA,Rancho Cordova CA,38.5676276,-121.3307456,ERU,3500,5.54,1996,64776,1,95670
1268,Hanover Borough,PA,Hanover Borough PA,39.811752,-76.9991505,ERU,2250,5.54,2019,15607,1,17331
1110,Milford,OH,Milford OH,39.1722379,-84.293796,ERU,2400,5.5,2004,6768,1,
1518,Logan,UT,Logan UT,41.7451807,-111.9108431,ERU,3000,5.5,2005,42670,1,84321
1604,Chelan County,WA,Chelan County WA,47.9053445,-121.0806127,ERU,4600,5.5,2008,73477,1,
1188,Bend,OR,Bend OR,44.0612384,-121.384684,ERU,3800,5.46,2007,77905,1,
1725,Caledonia,WI,Caledonia WI,42.7994626,-87.8857039,ERU,5230,5.44,,24737,1,53108
1529,Payson,UT,Payson UT,40.0379768,-111.7968776,ERU,2700,5.43,,16748,1,84651
596,New Haven,IN,New Haven IN,41.0739362,-85.099387,ERU,2534,5.35,,12406,1,46774
326,Clarkston,GA,Clarkston GA,33.8105285,-84.2495042,ERU,1500,5.33,2006,7554,1,30021
1185,Albany,OR,Albany OR,44.6272863,-123.1600001,ERU,3200,5.28,2017,53211,1,
570,Griffith,IN,Griffith IN,41.6424477,-87.548875,ERU,2200,5.27,2005,17334,1,46319
1809,Rochester,WI,Rochester WI,42.7406051,-88.2409912,ERU,4000,5.27,,,1,53167
1616,Enumclaw,WA,Enumclaw WA,47.2035905,-122.0193742,ERU,3200,5.24,2017,11609,1,98022
1779,Milton,WI,Milton WI,42.7723816,-88.9769168,ERU,4081,5.24,2009,5538,1,53563
1482,Schertz,TX,Schertz TX,29.5592289,-98.3216933,ERU,,5.2,,32160,1,78154
959,Concord,NC,Concord NC,35.3942232,-80.6986903,ERU,3120,5.16,2005,79066,1,28025
1755,Howard,WI,Howard WI,44.562038,-88.0859691,ERU,3301,5.16,2005,17602,0.9,
561,Fort Wayne,IN,Fort Wayne IN,41.0825282,-85.2909823,ERU,2500,5.15,,255824,1,46802
1120,Northeast Ohio Regional Sewer District,OH ,Northeast Ohio Regional Sewer District OH ,41.5032541,-81.660613,ERU,3000,5.15,2010,,0.5,
1195,Cottage Grove,OR,Cottage Grove OR,43.7958556,-123.0890594,ERU,2650,5.15,1998,9734,1,97424
317,Brookhaven,GA ,Brookhaven GA ,33.8723669,-84.3635257,ERU,3000,5,2013,52444,0.5,
371,Senoia,GA,Senoia GA,33.3145545,-84.5893592,ERU,4400,5,2016,3751,1,30276
580,Lafayette,IN,Lafayette IN,40.4050411,-86.8932353,ERU,3200,5,2009,56397,1,47901
587,Marion,IN,Marion IN,40.5351239,-85.6705823,ERU,2521,5,2001,31320,1,46952
613,Troy,IN,Troy IN,37.9962044,-86.8011635,ERU,,5,2013,401,0.9,47588
617,Warrick County,IN,Warrick County IN,38.0627012,-87.3854136,ERU,3100,5,2006,52383,1,
636,Fairway,KS ,Fairway KS ,39.0248451,-94.645311,ERU,3200,5,,3952,0.5,
958,Clemmons,NC,Clemmons NC,36.0347818,-80.4276238,ERU,3952,5,1993,13827,1,27012
985,Jacksonville,NC,Jacksonville NC,34.7269594,-77.5339575,ERU,2850,5,2006,66715,1,28540
1012,Rocky Mount,NC,Rocky Mount NC,35.9846031,-77.8899377,ERU,2519,5,2003,57477,1,
1067,Cuyahoga Falls,OH,Cuyahoga Falls OH,41.1620055,-81.5886761,ERU,3000,5,1992,49473,1,
1510,Eagle Mountain,UT,Eagle Mountain UT,40.3139778,-112.0738002,ERU,2500,5,2010,2157,1,84005
1730,De Forest,WI,De Forest WI,43.2266772,-89.3783065,ERU,2900,5,2005,9085,1,53532
1782,Monroe,WI,Monroe WI,42.5999953,-89.6799739,ERU,2728,5,2006,10843,1,53566
1786,New Berlin,WI,New Berlin WI,42.9701958,-88.1981675,ERU,4000,5,2001,39584,1,53146
1811,Salem,WI,Salem WI,42.5554205,-88.1255657,ERU,3000,5,2010,9871,1,53168
